Condition	Onset	Duration	Response	Error_onset	Error_duration
1	290.8967892090641	1.3945392325586	1	nil	nil
4	298.9469821271359	1.3287385085022834	1	nil	nil
1	304.9979663474951	0.9576697801894625	1	nil	nil
2	311.0489687722984	1.2101204521786713	1	nil	nil
1	315.10070960334815	0.8623143191198324	1	nil	nil
2	323.1509253874992	1.1801976203096274	1	nil	nil
4	329.20191045296815	1.8815078559855465	1	nil	nil
3	333.2536452960703	1.7738931297244562	1	nil	nil
2	337.3054191645897	1.234040007368094	1	nil	nil
1	345.35561274732027	0.7116729786739597	0	345.35561274732027	0.7116729786739597
2	351.4066057616328	1.700692274089306	1	nil	nil
1	355.45836154600875	1.0887508031919424	1	nil	nil
2	359.51011696347086	1.717027196138588	1	nil	nil
2	365.5610797403024	1.2579408799210796	1	nil	nil
1	371.6122941372396	1.310757583616578	1	nil	nil
3	375.6638370652745	1.5550780335415766	1	nil	nil
3	381.71480845259975	1.0955687414698332	1	nil	nil
2	387.76580788493266	1.348411372888222	1	nil	nil
3	395.81599796692535	1.4826910334923014	1	nil	nil
4	399.8677507287575	0.9505995451145282	1	nil	nil
2	407.91796776703814	0.9326733267917007	1	nil	nil
2	415.96818394818	1.1703627941242303	1	nil	nil
3	420.01992489351505	1.0147289671840554	1	nil	nil
3	426.07093319799606	1.1075050845665828	1	nil	nil
4	430.1226691749289	0.8713000988718704	1	nil	nil
4	438.17287492001924	0.8054561809913139	1	nil	nil
1	442.2246333600251	0.9137036567535688	0	442.2246333600251	0.9137036567535688
3	448.2756176796338	1.2546139270161802	1	nil	nil
3	456.3258065405771	1.5563458212564	1	nil	nil
4	460.37757954293374	1.3440888237255422	1	nil	nil
4	468.4277620851044	1.2781523437879514	1	nil	nil
3	474.47877026026254	0.9072582764729304	1	nil	nil
2	482.52897137078435	1.2329100807892246	0	482.52897137078435	1.2329100807892246
4	488.57993873105806	1.534031011913612	1	nil	nil
1	492.63170552591873	0.9135687760572182	1	nil	nil
4	496.6834646696825	1.0383230318675487	1	nil	nil
4	502.73445176522	1.3472297833468474	1	nil	nil
1	510.7846574802352	0.9930565163303982	0	510.7846574802352	0.9930565163303982
3	514.8364127864188	1.1407100484593684	1	nil	nil
4	522.8866121255178	0.8590027616428415	1	nil	nil
1	528.9375991578981	0.840378900829819	1	nil	nil
2	532.9893593603028	0.9801337228054763	1	nil	nil
1	537.0411147537034	0.8322385885767289	1	nil	nil
1	543.092092748524	0.7972922958942945	1	nil	nil
2	547.1438492937996	1.2414352306932415	1	nil	nil
1	551.1956034360774	0.9497541919008654	1	nil	nil
4	557.2466022428489	0.778687418467598	1	nil	nil
2	563.2975802226301	0.9514456772722042	1	nil	nil
1	571.3477809181168	0.9892149608458567	0	571.3477809181168	0.9892149608458567
2	577.3987517159712	1.3063368633956998	1	nil	nil
1	581.4505112176266	0.84690550185951	1	nil	nil
2	587.5015016665348	1.5307735685200896	1	nil	nil
2	593.5524776763996	1.1203607114257466	1	nil	nil
3	597.6042478998206	0.8844946267126943	1	nil	nil
1	601.6560029744251	0.9602605253367074	1	nil	nil
3	607.706972530179	2.0537434761517943	1	nil	nil
2	611.7587237250991	1.8018833823916793	1	nil	nil
2	619.8089316626629	0.9276970748232998	1	nil	nil
3	623.8607086529755	0.8838003195469355	1	nil	nil
4	627.912456314074	0.8560299487598968	1	nil	nil
3	633.9634393855667	1.157092831981572	1	nil	nil
3	642.013635308138	0.9301747196441283	1	nil	nil
2	646.0653909150715	0.7903980030150706	1	nil	nil
3	650.1171659775719	0.9070799252640427	1	nil	nil
4	658.1673560084364	0.9366903522914072	1	nil	nil
4	666.2175714918376	0.830577611362969	1	nil	nil
2	670.2693168130954	0.818829577332508	1	nil	nil
3	676.3202959658047	0.9037376882042736	1	nil	nil
4	682.3712953289651	0.796617080386568	1	nil	nil
3	690.4214982199319	1.010383464723418	1	nil	nil
3	698.471706163511	1.0075892526729149	1	nil	nil
4	706.5219116920616	0.8297596144384443	1	nil	nil
1	710.5736649561477	1.2824879756080918	1	nil	nil
4	718.6238669268168	1.1351102770295256	1	nil	nil
